Character,Episode,Clean_text,Sentiment_Scores,neg,neu,pos,compound,Episode_Numeric,Season
Stan,715,"Dude, I'm gonna tell my parents to get me that doll with the karate-chop action. Sure dude. Yeah, dude. What if we miss out on some great Christmas adventure? Dude, Cartman. Dude, we just can't up and go to Canada. Look, they're about to light the Christmas tree. Maybe you can get your brother back some other way.   Dad, don't get carried away. Whoa whoa, Cartman. Cartman, calm down! It's true, dude. Christmas is ruined. Oh all right, but we'd better not miss out on great Christmas adventures. No, you're both coming. Do you care about Christmas or not? What's going on?? Do something, Kyle!  You guys, I don't think we're in America anymore.  All right dude, let's get the hell out of here! I thought mounties were supposed to ride horses. Ah, we're just passing through to see the new. What? What?? But I thought there was one road in Canada.  Oh no! And... I'm not gonna have a Christmas adventure.  Oh my God, they've killed Kenny! What is that?  Oh well. Maybe we'll get to have a Christmas adventure next year. ","{'neg': 0.106, 'neu': 0.708, 'pos': 0.186, 'compound': 0.9406}",0.106,0.708,0.186,0.9406,715,7
Stan,801,"Oh my God, look!  Martial arts weapons from the Far East.  Dude! We should each buy a weapon, and then we'll be like ninjas. Yeah, dude, our parents are gonna be at the stupid fair all day long. They'll never know what we bought.  I'll get the tonfas.  Those are so sweet. Yeah. We wanna get one of each of these ninja weapons. We, we're brothers, see, and our parents... died in a car accident last year. Goddamn, that's like the twelfth time that's worked.  Kiya! Kiya!  With my tonfa of Takanawa, I become the great and powerful ninja Shadowhachi, born to fight evil and people I don't like. What's your ninja name, Kenny? All right, ninjas! Let's go protect the world! Don't worry, Kyle. Craig's not gonna tell on us. Come, ninjas, let's go.  All right, this is it. Ninja positions!  Hello, Craig! We can't tell you where we got 'em! It's secret ninja stuff. Hyeah, ""they're not that cool."" These are real authentic weapons from the Far East. Uh, we'd love to hang out guys, but we have important secret work to do.  Dude, we're like the coolest kids in the whole state!  Yeah, Butters. You wouldn't make a very good ninja. Come on, guys.  We have a lot of work to do. Hm, this doesn't seem to be the right way. My ninja sense is telling me we might be heading in the wrong direction. Yeah dude, that's like the fifth power you've come up with! Yeah, that it, Cartman! You don't get to have any powers! I dunno. Craig, is that you?  Very well,! We'll play along. Now, fell the fiery sting of my tonfa of Takanawa!  Hey kid, that knocks you down. Yeah, huh, I got you! Oh yeah?! Kenny! Use your ninja star!  Butters! Oh my God!  Oh, dude! It's stuck in his eye!  Sh shhhh. It's okay, Butters. Calm down. It's not that bad, really. Okay okay, calm down, Butters! It'll be okay!  Dude, shut up! What?! Just stay still, Butters. God dammit! We... need a doctor... But we can't go to the hospital. Wait a minute. Wait, wait, wait. What about the veterinarian? He's really old and going blind. We might pass him off as our pet. All right, then you take him to the hospital, Kyle. You take him to the hospital and let your mom find out what happened. All right. Now we just gotta sneak him into town.  Okay, it's clear.  Oh shit, somebody's coming! Where'd you get those? Uh, not now, Craig, we we have to be going. Guys, we're we're really not playing, okay?  We don't have a choice, Kyle. Just humor them. Hyaaaaah!  Hey, wait, wait, wait, wait!  Wait.  Hold on a second. Where's Butters?   Oh, nice going, you assholes! You made us lose him! No dude, you gotta help us find him! Butters! Butters! Bad. Nothing, just... playing. Butters! What? Yeah, let's just go return them and get our money back. It's all right, Kyle. We'll go back to the fair and return them. All right, the county fair's still open!  We have come to return the weapons we purchased. What is it, Craig? Come on, Ninjas!  Aw dude, crap. All our parents are there.  Good luck, Bulrog.  Oh, Jesus. What? Just run with it, dude. Yeah. I guess parents don't give a crap about violence if there's sex things to worry about.  Yeah. Come on, ninjas.  We've got some more work to do.","{'neg': 0.112, 'neu': 0.724, 'pos': 0.165, 'compound': 0.9805}",0.112,0.724,0.165,0.9805,801,8
Stan,803,"Oh hey Jimmy, hey Timmy. Yeah sure, we'll come cheer you and Timmy on. So? That's really, really terrible, dude.","{'neg': 0.134, 'neu': 0.582, 'pos': 0.284, 'compound': 0.4817}",0.134,0.582,0.284,0.4817,803,8
Stan,804,"Warp drive disengaged. Landing sequence initiated. Things seem pretty quiet. Oh God, here we go again. That does it! I'm sick of you guys arguing about The Passion! I'm out of here. Look at that, dude. The Passion has made almost 400 million dollars at the box office now.  Everyone in the country's gonna see that movie. I guess... we have to go see it too. Dude. That movie sucked. How can they even call that a movie? That's bullcrap dude, let's go get our money back. Hey, we want our money back. That movie sucked ass. Give us back our eighteen dollars. That wasn't a movie, that was a snuff film! You can't charge people to watch a guy get tortured for two hours! We go to church to learn that stuff! We go to movies to be entertained! We weren't entertained, and we want our money back! W-what?? You're saying we have to get our money back from? Oh, we will! This is America! And in America, if something sucks, you're supposed to be able to get your money back! Come on, Kenny!  Okay, search for. bio, news,... home page. Here we go.  Welcome to's ThePassion.com, your source for everything Mel. Pictures, philosophy, upcoming projects. Damn it, no phone number! Oh wait! ""For more information on, call the Webmaster at 1-800-43.."" Okay, okay, wait, here we go.  Hi, uh, my friend and I just went to see The Passion. No, no, no, no, we want our money back. We think the movie sucked and we want to give us back our eighteen dollars. Do you know how we can get in touch with him? Look, kid, we just thought it was a bad movie, so tell us how to get in touch with so we can get our money back! Hey, don't take that tone with me, kid! I'll kick your ass! I don't care! You sound like a little bitch to me! Yeah?! You wanna bring it, you little pussy?!  Wait a minute. Cartman?!   Come on, Kenny, we're going to Malibu! We'll take the bus! Look, this isn't about the eighteen dollars ticket money anymore. This is about being able to hold bad filmmakers responsible!  This is just like when we got our money back for BASEketball! Thank you.  This must be the place.  Goddamn, must be loaded.  Oh, hi, uh, my name is Stan, and this is Kenny. Uh, we saw your movie, The Passion, and we didn't like it, so, can we have our money back, please? Look, dude, we came a long way. We're not leaving until you give us our money. Tor- torture you? We don't want to torture you. Dude, can we please just have the eighteen dollars back from you? Dude, this guy is freakin' daffy! is fucking crazy dude!  Wait! There's his wallet!  Awww crap, he's only got twenties! You got two dollars, Kenny?  All right, let's get the hell out of here!  Aah! Run, dude, run! Well it looks like with these bus tickets we spend about eighty... seven dollars getting our money back from.  But I think it's the principle of the thing that matters. Oh, you've got to be shittin' me.  Goddamn, that guy's crazy.  Hey dude, you've gotta speed up. is chasing after us. You've gotta go faster. I'm not playing games. is right behind you and he's gonna-  Yeah. I told you that! He wouldn't give us our money back for The Passion, so we kinda took it. He's koo-koo, dude. He's absolutely out of his mind. It's our eighteen dollars! Your movie sucked! No, dude, if you wanna be Christian, that's cool, but, you should follow what Jesus taught instead of how he got killed. Focusing on how he got killed is what people did in the Dark Ages and it ends up with really bad results.","{'neg': 0.113, 'neu': 0.812, 'pos': 0.075, 'compound': -0.9886}",0.113,0.812,0.075,-0.9886,804,8
Stan,805,"Dude, my car sucks. I gotta get a new one.  Chef, we just got served. Over at the True Value parking lot. There were just these kids we never saw before showed up and they were like, really good dancers and, we don't really understand what it means, but I guess- Some, kids from Orange County. No. But Dad, I don't know how to dance or nothin'. But Dad-  Yeah, let's go race it right now! What? I thought I was supposed to! But why? I, I don't know. He seems all right.  Yeah, I'm- I'm right here, Dad. Okay, good.  God dammit! Hey guys. Uh- You guys know how to dance, right? Cool, because, there's this competition on Saturday, and I have to find the very best dancers in South Park to be on my crew. My friends can't do it because they suck ass, so, will you be in my dance troupe? Okay, that'll work fine. Listen, there's a dance competition this Saturday and I need good dancers so I don't get served.  Please, you guys, our whole town's reputation is at stake! Will any of you do it? Great!  All right, we gotta find three other kids that can dance. The arcade? Dude, he's incredible.  Hey kid, you're pretty good. How would you like to join our dance troupe? Yeah.  Dude, we need you. It's all right. My friend Chef is gonna coach us. All right, that's three! Huh? Oh yeah.  Wait a minute. I know just where to go! Ah actually we were just hoping we could talk to you guys real quick. And so we're putting all the best dancers in South Park together to beat Orange County. So you'll do it? All right, we just need one more person! What? The state tap champion is from here? Who? Leopold Stotch...? Wait a minute. You mean... Butters, listen. There's gonna be a competition this Saturday, and we want you to join our troupe. It's a dance-off. We heard you were tap dancing state champion two years ago.  But, you were, weren't you? Y-you went to the nationals in Nebraska. We just asked him to join our dance troupe. We heard he was state tap champion. Dammit, where are we gonna get our fifth member? A duck? Dude, don't be stupid! Those OC kids are professional dancers! Now come on, there's gotta be one other talented person in South Park. All right, so you're sure he can dance? Hey, he- Is that the only song he'll dance to? My friends, I think we have ourselves a dance troupe. Yeah, dude, the best dancers South Park has to offer. We're gonna get served on Saturday, aren't we? Well that was the whole point of the whole thing was that the guys came back and they said we were gonna get served and we were like-  I came to ask you one more time to join the crew. Everyone is practicing really hard, but... I don't think we have any kind of shot without you. Your mom says you were one of the best dancers in the country. Yeah. She said your shoe came off. It wasn't your fault. Look, Butters, accidents happen. We all have to live with that. Well, it was nine, actually. One of the women was pregnant. And eleven if you count the two family members that killed themselves afterward. But that isn't the point, Butters!  The point is that this is now! It's on! And there are people who need you to step up! Look, nobody likes having to rise to a challenge. But competing against other people and getting in their faces saying ""Haha! I'm better than you!"" is part of life. And if you can't face that, then you might as well sit here and play Legos until you're an old man.  Fine.  But someday you're gonna have to stop running from what happened and start dealing with it. Otherwise, you might as well move to France with all the other pussies.  What? What happened?? Aw, what do we do, Chef?! Butters!  All right Butters!","{'neg': 0.042, 'neu': 0.746, 'pos': 0.212, 'compound': 0.9992}",0.042,0.746,0.212,0.9992,805,8
Stan,802,"Dude, are you still pretending to be a robot? Uh yeah, Butters, he's real cool.","{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.5994}",0.0,0.651,0.349,0.5994,802,8
Stan,807," Hey, check it out, dude. Somebody bought the Donovan's old house.  What's that you're wearing? Whoa. Dude, no way! Dude, are these all your toys?  Be cool, dude. I, I think maybe he's a burn victim or something. Hey, you guys! You guys!  You gotta come with us over to the Jeffersons! I was over at the new neighbors, the Jeffersons. Yeah. It's just a dad and his son. Fine, Mom. No, my parents are. What?  Kyle? Awww!  It's 1:30 in the morning!, I have to go to school tomorrow! He just showed up here.! I know. He's here. No!, you need to take your son home. Okay, fine, we'll all stay here, but we're going to sleep now! Ahaa! Yeah. A really bad dream. Oh Jesus! You don't have to tell us twice, Mom. That guy's a freak! Dude, come on. We're not supposed to go over there. Ah, actually,, we were seeing if Blanket wanted to chop wood with us., uh, it might be good for Blanket to learn how to chop wood. Stop, you fucking lunatic!  You just gotta pretend you're Blanket until we can get the real Blanket somewhere safe. Blanket, you in here? All right dude, get in his bed. Dude, whatever. At least you finally get to do something.  Go, go, ruuun!   Oh Jesus! Oh my God, he killed Kenny! Run, Blanket, Run!","{'neg': 0.122, 'neu': 0.786, 'pos': 0.092, 'compound': -0.9142}",0.122,0.786,0.092,-0.9142,807,8
Stan,806,"Ma'am, do you have a rag and some bandages? Cartman, just keep your mouth shut. Whoa. Mom, Dad! Did you see? They found a man from the future! Mom, can we go try to see the people from the future? I have a bunch of questions I wanna ask 'em. Night, Mom.  Wow, two people from the future. How cool. Hello,. Would you like snow-shoveling service again today? All right guys, come on. Let's go to the next house.  Son of a bitch!  It's affecting kids too! Me and my friends started our own snow-shoveling business. We were trying to be responsible and make money, you know? But then the people came along and, and now we're out of work too!  Oh, they took our jobs! I was at a rally to protest all the immigrants from the future coming in and tryin' to-   Who is that? Oh, but that's the problem! Those goobacks are taking our jobs! Well dude, they are taking people's jobs away. I wanted my job! Timecist? People from the future. Right, got it. That's right!  Can you speak in present-day English please? Uh yeah, I want a double cheeseburger and fries.  No, a double cheeseburger and fries! What?! I'm trying to order a double cheeseburger! No, it's not a chicken sandwich!  I want a goddamned cheeseburger and some goddamned fries you fucking goobacks! Aw- awwww! Aw, come on, Dad! How come I have to go to work with you? They took yer jarb!! I think it's wrong to call them goobacks because they're no different from us.  They're just humans trying to make their lives better. Look, it sucks that the immigrants' time is so crappy, but the cold hard truth is that if we let them all come back to our time, then it's just gonna make our time crappy too. Maybe the answer isn't trying to stop the future from happening, but making the future better.  I mean, maybe if we all commit right now to working toward a better future, then, then the future won't be so bad, and, these immigrants won't need to come back here looking for work. We're doing it! Dude, wait, wait, ho- hold on. Wait a second.  This is gay. Okay, sorry, my bad, everyone back in the pile. ","{'neg': 0.142, 'neu': 0.759, 'pos': 0.099, 'compound': -0.9806}",0.142,0.759,0.099,-0.9806,806,8
Stan,808,"But,, if we change our mascot, that means the eco-terrorists win! This is bullcrap, dude! Dude, I really don't care.   Kyle, aren't you taking this a little too far? I mean, do we really want a giant douche to be our school mascot? I'm not voting! I just think this whole thing is stupid!  It was ridiculous. We have to have a new school mascot and we're supposed to vote between a giant douche and a turd sandwich. No, I think voting is great, but, if I have to choose between a douche and a turd, I just don't see the point. Mom, I just don't think there's much of a difference between a douche and a turd. I d-I don't care.? I... ""Vote or Die""?  What the hell does that even mean?! Aaaah! ...Okay. I'll vote. I guess...  Okay.  I'm voting. Yeah, I know.  I thought I was supposed to make my own decision. Wait a minute, you didn't want me to vote, you wanted me to vote for your guy! Oh, forget it! I'm not gonna be persuaded into voting and I'm and I'm not gonna be threatened into voting if I don't feel comfortable with it! I'm not gonna vote and you can all just live with it! The whole thing is a joke! B-bani-banishment? You-you're all joking, right? I'm not voting!  Dad, isn't this a little extreme? Hello?  Oh, thank God. Awww! What about me? I was put on the horse. I didn't wanna ride it. Wow, you guys really love animals. I'll live with you. He said I can stay. Ahh, no thanks, that's okay. I do love animals, just ...not like you guys do. I can't. I was banished for not voting. I think voting is great. I just didn't care this time because it was between a giant douche and a turd sandwich. I guess... I guess you're right.   Aaah!  Aaaah!!  I learned that I'd better get used to having to pick between a douche and a turd sandwich because it's usually the choice I'll have. Dude, so my vote didn't even really matter!","{'neg': 0.117, 'neu': 0.712, 'pos': 0.172, 'compound': 0.9782}",0.117,0.712,0.172,0.9782,808,8
Stan,809,"...What? It's time for what? Dad, how come Wall-Mart is able to sell everything so cheap? Come on, let's go to Main Street and support one of those stores.  Butters?  Dude, we gotta show our parents what Wall-Mart is doing to our town.  Dad? , Da-dad! Dad?! Dad, oh my God! What? D-dad, are are you dying? But you-your face! Yeah, but Dad, the whole town agreed not to shop at Wall-Mart anymore. Mom, Dad, when people die, do they always crap their-  But Dad, we're not supposed to shop at- Dad! Dad, what are you doing?! Dad, you're a geologist! Where are they? Three tickets to Bentonville, Arkansas, please. Dude, just let him come. The bus is about to leave.  Dude, come on! Dude, we have to go! Well hurry up if you're coming, Cartman! Goddamn, that took a long time. Where's he? There has to be a way! Why don't you guys just destroy the heart? No, dude, don't!  Save it, Grandpa! Dad, we know how to destroy the Wall-Mart. One of the creators told us. You have to take your keys over to the television department. What?! Come on, we've got to try to make it to the back!  Is that the right way, Dad? Dad?!  Dad! Come on, Dad! No, dad! We need your keys!  There! The television department! You? We don't want your store in our town; we come to destroy you. Me. I'm asking the question.. Now, where's the heart? It's a mirror. Well, the guy in Arkansas said to destroy the heart.  We'd better get out of here.  Dad, come on! We've gotta get out!","{'neg': 0.146, 'neu': 0.791, 'pos': 0.063, 'compound': -0.9848}",0.146,0.791,0.063,-0.9848,809,8
Stan,810,"Kyle, Kenny! I have to talk to you right now!  Right now, goddamnit!  Trent Boyett is being released from Juvenile Hall.  Yeah! He just got paroled! What the hell are we gonna do?? Dude, let's play Fireman. Hey, Kenny's right. We should put out a real fire. Then we'll be heroes! Start one. Then we're gonna put it out. Yeah, yeah. We play Fireman all the time. Wow, cool!  Woo, woo, woo, woo. Clang, clang, clang, clang, clang!  Come on, firemen! Put out the fire!  We're heroes! Put it out, put it out!  Dude, we are in so much trouble! That's true. No! Yeah, who cares? Now it's five years later. And Trent Boyett is being released. Shhh, here comes now.   Are you having a nice day,?  Calm down guys, we don't have to go tell our parents. We just need to go out and get some protection. I'm talking about hiring somebody bigger than Trent to protect us from him. Come on!  Stay cool, guys. If anybody can protect us from Trent Boyett, it's the sixth graders. We've come to... ask you for help. Yeah. What?! Dude, weak!  No! You see, Mom, all the kids at school were told to bring a picture of their moms' breasts for anatomy class. But mom, my teacher will-  But Mo-o-o- This is hopeless! That's sick, dude! I'm not taking a picture of my mom's boobs! No, you're not doing it either! We just need to find something that looks like boobs to take a picture of. How do you know?! All right, fine.  Excuse me!  We, we got it.  Dude, are we gonna be like that someday? Hey, look. What is doing? ? Dude, what happened? What's that? We're dead. Trent knows we sent the sixth-graders after him. No, no, we've just gotta find better help.  There is... one person. Shelly? Shelly, you're my sister, right? And families... depend on each other. Shelly  Somebody is going to kill me, and I can't go to Mom or Dad for help, so, you're kind of the only person I have... left.  Trent Boyett. He just got released from Juvenile Hall. He was sent there for burning, but actually, it was our fault. We were only four years old at the time, uh. We du-we didn't think about the past coming back to haunt us then. We didn't think and now he's gonna kill us! Admit it was our fault? Hi,. Uh, we have s-something to tell you.  See,, when we were little, we used to play with our wieners a lot, and one game we played was ""Fireman."" Trent, look, we've realized our mistake!  What is that? Yeah, who cares?","{'neg': 0.096, 'neu': 0.765, 'pos': 0.139, 'compound': 0.8041}",0.096,0.765,0.139,0.8041,810,8
Stan,811,"Eric, it looks as though the school will be serving a chicken cutlet. Now, that's traditionally a uh-a white meat chicken... breast, if you will, that has been breaded, and then cooked. I've been told there will also be tater-tots and a vegetable dish. This is really shaping up to be a ah-ah one fantastic lunch. Eric?  And we're... cut!  Yeah, I think that was one of our best shows yet. ...Craig's show?? But that's... that's crap! That's not even TV! Apparently it doesn't matter how hard you work.  Hey, look, Craig just walked in.  Your idea took about this much thought, Craig!  Token! Now, come on, guys! We worked too hard to just roll over for Craig and his stupid overall deal. Instead of sitting here feeling sorry for ourselves, we just need to figure out how to make our show better! Come on, guys!  All right, we all need to come up with ideas for our show. Yeah, Sexy Action, that's good. We have to appeal to all the students, so we, we need hot girls for the sixth graders... Good! All right, Sexy Action School News Team, it's time to go to work. Get out there and get some stories! Eric, the outfits are even skimpier than before, leaving very little to the imagination. No doubt that if I were a little older, I would be aroused. Then, let's do Token's report on how global warming is going to kill everyone in the fifth grade. No, Jimmy, the school is already dumb. We're just giving them what they want. I knew we could do it! Craig's new show? Hey wha-b-but we gave it our best.  I don't believe it. Yeah. To save our show, all we need to do is come up with the best idea for an episode ever! Come on, doesn't anybody have any show ideas? Look, you guys, if Craig can do it, we can do it! Come on!  How about we do... a show... with us... ughhh. Crab people?  Dude, I think we can do a little better than crab people. We're hopelessly stuck, completely out of ideas. Uh, yeah, we need to come up with some ideas and inspiration, so we're gonna drink a bunch of cough medicine. I guess we'll just take all of 'em. It's... it's the greatest show of all time. You guys. You guys, wake up!  We took a bunch of cough medicine to come up with ideas for our show. I didn't come up with anything. You guys, we watched Craig's show all night long. No, but don't you see? We didn't think it was great before. I think I understand now.  I think I know why Craig's show gets such great ratings! Half the school is high on cough medicine!  They're doing it in the hallways!  Behind the school!  Even in the girls' bathroom!   We showed the shocking footage to the principal! The cough medicine problem used to also run rampant in neighboring Middle Park Elementary. But they took action: riddled their entire town of cough medicine, and what we see now is a happier school, 100% cough medicine-free.   Gee, what a coincidence. Nobody has any ideas? ...Bail. ","{'neg': 0.054, 'neu': 0.837, 'pos': 0.11, 'compound': 0.9823}",0.054,0.837,0.11,0.9823,811,8
Stan,812,"Oh, thank God.","{'neg': 0.0, 'neu': 0.179, 'pos': 0.821, 'compound': 0.5574}",0.0,0.179,0.821,0.5574,812,8
Stan,813,"Dude, I really don't think it's smart, Cartman.  It's not gonna work; just come down from there. Cartman thinks he can fly off of his roof.   He's not gonna do it. Dude, I really don't think that's a good idea!  Butters, Goddammit.  Call an ambulance.","{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.6067}",0.11,0.89,0.0,-0.6067,813,8
Stan,814," What the hell? It's... nice. Okay, okay.  Uh, no thanks, I'm gonna go home.  Woof. Oh, whatta?   What time is it?!  You guys, I have to go to school tomorrow. ...What?  All right, I'm going now.  Go away! Shoo!  Again? Goddammit, this is fucking ridiculous!  Grrr! Grrr! Come on out!  Come on, critter killer! Your days of slaughtering innocent little animals are over! Rawrrrrr!  Rawrrrrr!  Okay, there.   I... the... critters. Their... bir-birth of a Savior?   Aw- awww! It's dead. I'm sure. It won't be hurting you anymore. Wait, wha-what? Wai-wait, the Antichrist?? You said she was giving birth to your savior! But I thought you meant the Son of God! Ugh. Uuugh!  No, no-no-no. Leave me alone!! All right, all right, all right! God!  I'm not a heathen! I was baptized and my family's Christian! No! I'm not doing you anymore favors and I'm not letting you give birth to the Antichrist!  I came here to put a stop to all this! Right, whatever.  I'm taking down the manger I built.  Ah!  Aaaah!  Aagh! Aaaahh!  AAAAAAAH! AAAAAAAH!  Oh yeah. Hello? Anybody in there?  Look, I'm sorry I killed your mom. The, the squirrel told me she was evil. I'm trying to make this all right again, but the only thing that can stop devil-worshiping critters is a mountain lion! Well, you're mountain lions. There still has to be a way for you to kill the porcupine's baby.  What?! No, he didn't. No, he didn't! No, he didn't! Oh, Goddammit!  I don't know, I- I'm supposed to show these mountain lions how an abortion is performed or something, I... I know, it's ridiculous. This better have a point, dude. This really better have a point. Okay, come on, the critters are over this way. You mountain lions ready to stop the Antichrist from being born? Too late?! The hell is that?! It's Critter Christmas, dude! It sucks ass!  That's it?! Ten thousand years of darkness and I don't even have a Merry Christmas?!  I mean, I didn't mean to help them, I... I tried to stop them! Dude, what the- ?   Come on, dude.  What?! Kyle?! Dude! No, it all worked out, right? The world was saved and I went home for Christmas dinner. Well, after all that, I at least wanna know if I had a merry Christmas or if darkness rules the Earth. Well what did you expect, dude? It's the son of the Devil. No Santa, don't! The lion cubs! I took them to see how abortions are done. Now cubs, do like they showed you. Hurry up fast! Get the Antichrist out of my friend Kyle's ass!  Yeah. Yeah, there is.  Oh, good.","{'neg': 0.193, 'neu': 0.68, 'pos': 0.127, 'compound': -0.9898}",0.193,0.68,0.127,-0.9898,814,8
Stan,901,"Dude, don't be nervous. You're the best player at our school, dude. You'll make the team for sure. Good luck.  Dude, you were awesome, Kyle.  Look, y-you gave it your best shot, right? That's all you could do.  Kyle, you have to cheer up, dude. So you aren't built right for basketball. Wha-a-a negroplasty?? Uh excuse me, is this really a good idea? What?, dude! Dude, is Kyle's- dad a- dolphin?  Kyle went down to play in the basketball game,. What?! But you made him into a basketball player. Oh Jesus, he's about to play!  Kyle, NO!  Yeah, that's basically it.","{'neg': 0.023, 'neu': 0.667, 'pos': 0.31, 'compound': 0.9877}",0.023,0.667,0.31,0.9877,901,9
Stan,902,"All right.  'Scuse me.  Hello, we are selling magazine subscriptions for our community youth program. Would you like to help young people like us by purchasing a subscription of your choice? Who are the corporations? Are you serious? We never heard that. Well... Well what do we do? Sign, sign everywhere. SignDone something to my mind. Mom, the mall is a way for the corporate fat cats to imprison you into a life of servitude. I've got some stuff you should read. Right, so how do we get back at them?  NO! Yeah! So it seems like we have enough people now. When do we start taking down the corporations? You mean like a baker and a cop? Alright, I can't take it anymore! I'm getting on that stage! Uh, excuse me. Excuse me, can I have your attention please? What are we doing?  It's been nine days! Doesn't it seem like we should accomplish something? Maybe instead of complaining about corporations being selfish, we should look at ourselves. I mean, is there anything more selfish than doing nothing but getting high and listening to music all day long? Dude, these people have no idea what's going on. Let's get out of here. What? You mean, we're stuck here listening to this crap?  Dad!","{'neg': 0.079, 'neu': 0.818, 'pos': 0.103, 'compound': -0.7135}",0.079,0.818,0.103,-0.7135,902,9
Stan,903,"Token sings? Wow, two hundred dollars. Can you imagine? Yeah. We're too smart to be talented. Hey yeah! We deserve that money just as much as he does. He's looking at the sign. All right. It's genius.  Ohhhh Token. Right, yeah, you're makin' a smart move, man. You guys, we're gonna lose our client.  Look, Token, here's the bottom line. You're gonna start having a lot of offers comin' at you from all directions. A media storm is about to hit you and you can't handle it on your own. Nobody can. This thing in Denver is is just the crust, Token. With our support, you can have the whole pie. Ah Kenny, Token just signed with us! Oh, you're interested in hiring our client? You were awesome, Token! This is just the beginning. I bet we start to see all kinds of offers comin' in for Token now.  Uh excuse me, Token already has representation. So unfair... so unfair. Huh? You were looking for a talent agent? And what does she do? Uh, we're sorry dude, but getting her career off the ground would take too much work for us. Yeah! Hi,? Uh hi, it's Wing's agents. Everything's fine, yeah, but we're supposed to arrive in Los Angeles in about four hours. Listen, does your wife ever eat? Or anything? Uhh, all right. We'll call you after she goes on TV. Uh sure, here she is.  Okay, finarry everything rookin' up for me and my family.  Welcome to Shitty Wok, take your order prease?  Aw crap, Chinese Mafia!  Aaaaahh!  There it is! American Idol contestants! Ah our client has an audition to this show. Oh no, no no no, come on!  Excuse me, ma'am. No, I don't think you understand. We're here with Wing. That's right, the Wing.  We can't wait in line! We have to be in school on Monday! We have someone who's ready to go on TV right away! All right, our client will do it! What's ""The Contender""? Go Wing!  Anyone? Help four boys and a Chinese woman get back to Colorado? Oh, thanks. You do?  We won't!  You guys, you guys! Sylvester Stallone wants Wing to sing at his son's wedding tomorrow! He's gonna pay her four thousand dollars! Yeah! Whoa whoa, wait, wait. ...where's Wing?  ...Oh. If that big CAA talent agency finds out she has work, they're gonna try to steal her away from us again. Oh no!  Hey! That's our client!   Two four nine all right, this is the place. Hello? We want to talk to somebody right now! You tell 'em, Kyle! Jesus, they really want Wing as their client! No! Screw that, dude! If we keep letting CAA take all our clients, we're never gonna make it as talent agents! We've gotta split up and find Wing! You and Kenny go that way!  You bastards! Yeah, you wouldn't kill her, 'cause then she can't pay you money! We know because we're in the same business you are!  Guys! Guys! Guys! Don't you see what we're doing? Jesus... we're not talking about an object here, we're, we're talking about a person. I mean, look at what we've all become. All this violence and anger and, and for what? For control over somebody's life who... w-we're all just trying to leech off of. Wing doesn't belong to us or to you. We're all just caught up in a business that treats people like commodities. It's a lousy business. I quit. I think we all learned it's best to leave talent to the talented people. ","{'neg': 0.097, 'neu': 0.77, 'pos': 0.133, 'compound': 0.9578}",0.097,0.77,0.133,0.9578,903,9
Stan,904," It's a game called ""Heaven versus Hell."" Kenny commands the armies of heaven against the forces of Satan.  Dude, you see what Kenny got? Yeah, Kenny finally found something he's really good at. Are we in trouble or something? Oh wow... Please what? What? Kenny? Dude, how'd you do that? Yeah, the lawyer lost that page. Now that Cartman got Kenny's feeding tube out, he's gonna die for sure!  Yeah! Let's go to the, uh, media. We'll make everyone in the country know that they're killing Kenny. Don't kill Kenny! Don't kill Kenny! Well, what does it say? Oooo. You mean, Cartman's side is right?","{'neg': 0.112, 'neu': 0.661, 'pos': 0.227, 'compound': 0.938}",0.112,0.661,0.227,0.938,904,9
Stan,905," Aw Jesus, not again. Yes! It's over! It's over! We can start having fun again!  We did it! We did it! ... What? No... NOOO!! Look, you guys, maybe it's not all that bad. I know, but listen: the finals are all sudden-death elimination, right? That means as soon as we lose one game, our season is over. I know we can lose if we try. Okay, so then we'll just tell the other team quietly that we're gonna let them win, and then we'll act like we're trying. Our parents will never know. Hundred bucks, no big whoop. Uhh, hay guys, look, we don't wanna win, so uh,  here's a list of all the pitches I'm gonna throw, in order. Look! We're gonna be the losers tonight, all right?! Damnit! No!  Goddamnit...  Aw spit!  Oh no. No, no, no! Dad? Dad, we need to talk.  Goddamnit.  I don't suppose you guys want to win this game. Gay. Hey yeah. We need to find the very worst kid athlete in the whole world. Somebody who can't possibly win. Yeah, with him on our team, we don't stand a chance. Wow, he IS great at sucking. Dude, we had it all wrong. While we spent all our time trying to make our team suck, these guys practiced and got really good at sucking.   This can't get any worse.   Disqualified?  Fight! Keep fighting!  Come on, Dad! Get up! Dad!  You're the greatest. ","{'neg': 0.215, 'neu': 0.619, 'pos': 0.166, 'compound': -0.9331}",0.215,0.619,0.166,-0.9331,905,9
